CRN,Course,Sec,Seats,Title,Days,Times,Instructor,Loc,Class Info
27536,MATH 10,35Z,Open,"""Introductory Statistics""",M·W····,01:30 PM-03:45 PM,Leah Lane,ONLINE,OL 
27537,MATH 10,37Z,Open,"""Introductory Statistics""",·T·R···,01:30 PM-03:45 PM,Nahrin Rashid,ONLINE,OL 
27543,MATH 10,40Z,Open,"""Introductory Statistics""",M·W····,06:30 PM-08:45 PM,Charles De Vogelaere,ONLINE,OL 
27545,MATH 10,42Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,Teck Ky,ONLINE,OL 
27546,MATH 10,43Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,Parviz Sales,ONLINE,OL 
27547,MATH 10,44Z,Open,"""Introductory Statistics""",·T·R···,06:30 PM-08:45 PM,"HINGTGEN, ROBERT",ONLINE,OL 
27544,MATH 10,45Z,Open,"""Introductory Statistics""",M·W····,06:30 PM-08:45 PM,Misako Van Der Poel,ONLINE,OL 
27541,MATH 10,60Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Loraine Moen,ONLINE,OL 
27548,MATH 10,61Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Loraine Moen,ONLINE,OL 
27549,MATH 10,62Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Richard Lopez,ONLINE,OL 
27550,MATH 10,63Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Danny Tran,ONLINE,OL 
27551,MATH 10,64Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Richard Lopez,ONLINE,OL 
27553,MATH 10,66Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Fatemeh Yarahmadi,ONLINE,OL 
27554,MATH 10,67Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Leah Lane,ONLINE,OL 
27555,MATH 10,68Z,Open,"""Introductory Statistics""",·······,TBA-TBA,Danny Tran,ONLINE,OL 
27556,MATH 10,69Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Usha Ganeshalingam,ONLINE,OL 
27557,MATH 10,70Z,WL,"""Introductory Statistics""",·······,TBA-TBA,Usha Ganeshalingam,ONLINE,OL 
27560,MATH 11,25Z,WL,"""Finite Mathematics""",·T·R···,04:00 PM-06:15 PM,Lilit Mazmanyan,ONLINE,OL 
27561,MATH 11,60Z,Open,"""Finite Mathematics""",·······,TBA-TBA,Kejian Shi,ONLINE,OL 
27563,MATH 12,61Z,Open,"""Introductory Calculus for Business and Social Science""",·······,TBA-TBA,Kejian Shi,ONLINE,OL 
27565,MATH 22,25Z,Open,"""Discrete Mathematics""",·T·R···,06:30 PM-08:45 PM,Reza Shariatmadari,ONLINE,OL 
27948,MATH 22,51Z,WL,"""Discrete Mathematics""",·······,TBA-TBA,Lilit Mazmanyan,ONLINE,OL 
27578,MATH 31,27Z,Open,"""Precalculus I""",M·W····,04:00 PM-06:15 PM,Hemendra Shah,ONLINE,OL 
27580,MATH 31,31Z,Open,"""Precalculus I""",·T·R···,04:00 PM-06:15 PM,Hemendra Shah,ONLINE,OL 
27581,MATH 31,33Z,WL,"""Precalculus I""",·T·R···,06:30 PM-08:45 PM,Lilit Mazmanyan,ONLINE,OL 
27582,MATH 31,35Z,Open,"""Precalculus I""",M·W····,06:30 PM-08:45 PM,George Krestas,ONLINE,OL 
27591,MATH 32,35Z,Open,"""Precalculus II""",M·W····,06:30 PM-08:45 PM,Richard Lopez,ONLINE,OL 
27592,MATH 44,13Z,Open,"""Mathematics in Art, Culture, and Society: A Liberal Arts Math Class""",·T·R···,04:00 PM-06:15 PM,William Wilson,ONLINE,OL 
27593,MATH 44,15Z,Open,"""Mathematics in Art, Culture, and Society: A Liberal Arts Math Class""",M·W····,04:00 PM-06:15 PM,Maryam Arvizu,ONLINE,OL 
27594,MATH 46,13Z,Open,"""Mathematics for Elementary Education""",·T·R···,04:00 PM-06:15 PM,Reza Shariatmadari,ONLINE,OL 
21569,MET 10,50Z,Open,"""Weather and Climate Processes""",·······,TBA-TBA,Bridget James,ONLINE,OL 
24621,MET 10,65Z,Open,"""Weather and Climate Processes""",·······,TBA-TBA,Bridget James,ONLINE,OL 
25429,MET 10L,62Z,Open,"""Meteorology Laboratory""",·······,TBA-TBA,Alicia Mullens,ONLINE,OL 
27589,MET 20L,62Z,Open,"""Climate Change Laboratory""",·······,TBA-TBA,Alicia Mullens,ONLINE,OL 
01658,MUSI 1A,62Z,Open,"""Music Appreciation: Music in Western Cultures""",·······,TBA-TBA,Benett Zussman,ONLINE,OL Download Syllabus for MUSI 1A 62Z 
27700,MUSI 1C,01Z,Open,"""Music Appreciation: World Music in America""",·······,TBA-TBA,Benett Zussman,ONLINE,OL Download Syllabus for MUSI 1C 01Z 
26403,NAIS 12,60Z,Open,"""Ethnic Studies and the Historical Experiences of Native Americans""",·······,TBA-TBA,Meghan Kensler,ONLINE,OL 
24880,NURS 50,01Z,Open,"""Career Opportunities in Nursing""",····F··,03:30 PM-05:20 PM,Silvinita Rowe,ONLINE,OL 
25578,NURS 50,03Z,Open,"""Career Opportunities in Nursing""",····F··,07:30 AM-09:20 AM,Silvinita Rowe,ONLINE,OL 
27860,NURS 91P,02Z,Open,"""Pharmacology I""",·T·····,05:00 PM-06:15 PM,"AHMED, NICKHAT",ONLINE,OL 
27840,NURS 92P,01Z,Open,"""Pharmacology II""",··W····,05:00 PM-06:15 PM,"TRAN, SHARON",ONLINE,OL 
27852,NURS 93,03Z,Open,"""Reproductive Health Nursing""",···R···,05:30 PM-09:20 PM,Olga Libova,ONLINE,OL 
27853,NURS 93,04Z,Open,"""Reproductive Health Nursing""",···R···,05:30 PM-09:20 PM,Olga Libova,ONLINE,OLLQ 
26073,NURS 93A,01Z,Open,"""Pediatric Nursing""",··W····,08:30 AM-12:20 PM,Rana Marinas,ONLINE,OL 
26074,NURS 93A,02Z,Open,"""Pediatric Nursing""",··W····,08:30 AM-12:20 PM,Rana Marinas,ONLINE,OLLQ 
27343,NURS 94,03Z,Open,"""Gerontology Nursing""",·····S·,09:00 AM-01:30 PM,"AHMED, NICKHAT",ONLINE,OL 
27344,NURS 94,04Z,Open,"""Gerontology Nursing""",·····S·,09:00 AM-02:50 PM,"AHMED, NICKHAT",ONLINE,OLLQ 
26106,NURS 94A,01Z,Open,"""Psychiatric/Mental Health Nursing""",··W····,06:00 PM-10:00 PM,"SHERMAN, MELISSA",ONLINE,OLLQ 
26105,NURS 94A,02Z,Open,"""Psychiatric/Mental Health Nursing""",··W····,06:00 PM-10:00 PM,"SHERMAN, MELISSA",ONLINE,OL 
27890,NURS 95,02Z,Open,"""Complex Health Challenges""",···R···,12:00 PM-03:50 PM,"KHALIL, KHOLOUD",ONLINE,OL 
26806,NURS 96,01Z,Open,"""Leadership and Management in Nursing""",M······,03:30 PM-05:20 PM,Sandra Jung,ONLINE,OL 
26807,NURS 96A,01Z,Open,"""Nursing Concept Integration""",M······,11:30 AM-01:20 PM,Sandra Jung,ONLINE,OL 
27156,NUTR 10,01Z,Open,"""Contemporary Nutrition""",·······,TBA-TBA,Alison Campbell,ONLINE,OL 
27150,NUTR 10,03Z,Open,"""Contemporary Nutrition""",M······,09:30 AM-11:20 AM,Georgia Acker,ONLINE,OL 
27151,NUTR 10,04Z,Open,"""Contemporary Nutrition""",·······,TBA-TBA,Alison Campbell,ONLINE,OL 
27152,NUTR 10,05Z,Open,"""Contemporary Nutrition""",M······,11:30 AM-01:20 PM,Georgia Acker,ONLINE,OL 
27784,NUTR 10,06Z,WL,"""Contemporary Nutrition""",·······,TBA-TBA,Alison Campbell,ONLINE,OLLQ 
27154,NUTR 10,07Z,Open,"""Contemporary Nutrition""",M······,03:30 PM-05:20 PM,Georgia Acker,ONLINE,OL 
27850,NUTR 10,50Z,WL,"""Contemporary Nutrition""",·······,TBA-TBA,Anna Miller,ONLINE,OLLQ Download Syllabus for NUTR 10 50Z 
27851,NUTR 62G,50Z,WL,"""Dieting (Sifting Fact from Fiction)""",·······,TBA-TBA,Anna Miller,ONLINE,OLLQ Download Syllabus for NUTR 62G 50Z 
27743,PARA 3,50Z,Open,"""Concepts of Criminal Law (CP 2)""",·······,TBA-TBA,James Suits,ONLINE,OL 
27737,PARA 11,01Z,Open,"""Federal Courts and Constitutional Law""",··W····,06:00 PM-07:50 PM,Kevin Lee,ONLINE,OL 
27740,PARA 54,50Z,Open,"""Youth and the Law""",·······,TBA-TBA,DuJuan Green,ONLINE,OL 
27919,PARA 67,02Z,Open,"""Law Office Management for Paralegals""",·T·R···,12:30 PM-01:20 PM,Yvonne Mills,ONLINE,OL 
26439,PARA 75,01Z,WL,"""Principles and Procedures of the Justice System""",M······,06:00 PM-07:50 PM,Griffin Bonini,ONLINE,OL 
26858,PARA 87,01Z,Open,"""Personal Injury and Tort Litigation""",·T·····,06:00 PM-07:50 PM,Daniel Blanchette,ONLINE,OL 
27920,PARA 88,02Z,WL,"""The Paralegal and Professional Responsibility""",·T·R···,12:30 PM-01:20 PM,Yvonne Mills,ONLINE,OLLQ 
22771,PARA 94,01Z,WL,"""Introduction to California Law""",···R···,06:00 PM-07:50 PM,"BERNARDO, SHERYL",ONLINE,OL 
26992,PARA 95,01Z,WL,"""Overview of American Law""",··W····,06:00 PM-07:50 PM,"BERNARDO, SHERYL",ONLINE,OL 
27847,PARA 96A,01Z,WL,"""Introduction to Legal Research and Writing""",M······,06:00 PM-07:50 PM,"BERNARDO, SHERYL",ONLINE,OL 
27826,PARA 98,01Z,Open,"""Drafting Wills and Trusts""",··W····,06:00 PM-07:50 PM,Terry Ellis,ONLINE,OL 
27791,PE 32P,50Z,Open,"""Techniques of Swimming""",·······,TBA-TBA,Danielle Altman,ONLINE,OL 
28023,PE 32P,51Z,Open,"""Techniques of Swimming""",·······,TBA-TBA,Danielle Altman,ONLINE,OLLQ 
26817,PEA 1X,02Z,Full,"""Adapted Total Fitness""",·T·R···,04:30 PM-05:45 PM,"BENNETT, MARY",ONLINE,OL 
01998,PEA 1X,04Z,WL,"""Adapted Total Fitness""",·T·R···,08:30 AM-09:45 AM,"REGEHR, CASEY",ONLINE,OL 
23167,PHIL 1,50Z,WL,"""Introduction to Philosophy""",·······,TBA-TBA,Richard Hammerud,ONLINE,OL 
24114,PHIL 1,51Z,WL,"""Introduction to Philosophy""",·······,TBA-TBA,Nick Baiamonte,ONLINE,OL 
25802,PHIL 1,52Z,Open,"""Introduction to Philosophy""",·······,TBA-TBA,Richard Hammerud,ONLINE,OL 
27727,PHIL 1,53Z,Open,"""Introduction to Philosophy""",·······,TBA-TBA,"LIN, DEENA",ONLINE,OL 
27726,PHIL 2,50Z,Open,"""Social and Political Philosophy""",·······,TBA-TBA,Sangeeta Mishra,ONLINE,OL 
20297,PHIL 3,51Z,WL,"""Critical Thinking and Writing""",·······,TBA-TBA,Nick Baiamonte,ONLINE,OL 
27722,PHIL 4,50Z,Full,"""Critical Thinking""",·······,TBA-TBA,"LIN, DEENA",ONLINE,OLLQ 
26999,PHIL 4,51Z,Open,"""Critical Thinking""",·······,TBA-TBA,Anthony Hanson,ONLINE,OL 
26395,PHIL 8,50Z,WL,"""Ethics""",·······,TBA-TBA,Nick Baiamonte,ONLINE,OL 
27725,PHIL 8,51Z,Full,"""Ethics""",·······,TBA-TBA,Nick Baiamonte,ONLINE,OLLQ 
02060,PHTG 4,51Z,Open,"""Introduction to Digital Photography""",·······,TBA-TBA,Sita Bhattacharji,ONLINE,OL Download Syllabus for PHTG 4 51Z 
25112,PHTG 4,52Z,Open,"""Introduction to Digital Photography""",·······,TBA-TBA,Lisa Teng,ONLINE,OL Download Syllabus for PHTG 4 52Z 
23672,PHTG 7,51Z,Open,"""Exploring Visual Expression""",·······,TBA-TBA,Tressa Pack,ONLINE,OL Download Syllabus for PHTG 7 51Z 
23649,PHTG 21,62Z,WL,"""Contemporary Trends in Photography""",·······,TBA-TBA,Sita Bhattacharji,ONLINE,OL Download Syllabus for PHTG 21 62Z 
26536,PHTG 58A,50Z,Open,"""Photographic Photoshop I""",·······,TBA-TBA,Tressa Pack,ONLINE,OL Download Syllabus for PHTG 58A 50Z 
26537,PHTG 58B,50Z,WL,"""Photographic Photoshop II""",·······,TBA-TBA,Tressa Pack,ONLINE,OL Download Syllabus for PHTG 58B 50Z 
26540,PHTG 304,51Z,WL,"""Introduction to Digital Photography""",·······,TBA-TBA,Sita Bhattacharji,ONLINE,OL Download Syllabus for PHTG 304 51Z 
26539,PHTG 304,52Z,Open,"""Introduction to Digital Photography""",·······,TBA-TBA,Lisa Teng,ONLINE,OL Download Syllabus for PHTG 304 52Z 
27033,PHTG 358A,50Z,Open,"""Photographic Photoshop I""",·······,TBA-TBA,Tressa Pack,ONLINE,OL Download Syllabus for PHTG 358A 50Z 
27034,PHTG 358B,50Z,Open,"""Photographic Photoshop II""",·······,TBA-TBA,Tressa Pack,ONLINE,OL Download Syllabus for PHTG 358B 50Z 
02086,PHYS 50,04Z,Open,"""Preparatory Physics""",·T·R···,05:30 PM-07:20 PM,Juming Jiao,ONLINE,OL 
22424,PHYS 50,05Z,WL,"""Preparatory Physics""",M·W····,05:30 PM-07:20 PM,Peter Ho,ONLINE,OL 
27949,PHYS 50,60Z,Open,"""Preparatory Physics""",M·W····,05:30 PM-07:20 PM,"TOTAH-MCCARTY, ANDREW",ONLINE,OL 
24124,POLI 1,01EZ,Open,"""American Government and Politics""",M······,09:30 AM-11:20 AM,James Nguyen,ONLINE,$0OL 
27888,POLI 1,03EZ,Open,"""American Government and Politics""",·T·····,10:30 AM-12:20 PM,Robert Stockwell,ONLINE,$0OL 
24122,POLI 1,50Z,Open,"""American Government and Politics""",·······,TBA-TBA,Scott Heffner,ONLINE,OL 
27054,POLI 1,51Z,WL,"""American Government and Politics""",·······,TBA-TBA,Scott Heffner,ONLINE,OLLQ 
24125,POLI 1,52Z,Open,"""American Government and Politics""",·······,TBA-TBA,Albert Schendan,ONLINE,OL 
24130,POLI 1,53Z,Open,"""American Government and Politics""",·······,TBA-TBA,Albert Schendan,ONLINE,OL 
28017,POLI 1,58Z,WL,"""American Government and Politics""",·······,TBA-TBA,Laura Chin,ONLINE,OLLQ 
24120,POLI 1,09EZ,Open,"""American Government and Politics""",·······,TBA-TBA,Laura Chin,ONLINE,OL 
27945,POLI 1H,03EZ,Open,"""American Government and Politics - HONORS""",·T·····,10:30 AM-12:20 PM,Robert Stockwell,ONLINE,OL 
27989,POLI 3,51Z,Full,"""International Relations""",·······,TBA-TBA,Robert Ovetz,ONLINE,OLLQ 
27738,POLI 11,01Z,Open,"""Federal Courts and Constitutional Law""",··W····,06:00 PM-07:50 PM,Kevin Lee,ONLINE,OL 
27744,POLI 13,50Z,Open,"""Concepts of Criminal Law (CP 2)""",·······,TBA-TBA,James Suits,ONLINE,OL 
26485,POLI 15,50Z,WL,"""Grassroots Democracy: Race, Politics and the American Promise""",·······,TBA-TBA,Laura Chin,ONLINE,OL 
27056,POLI 17,01EZ,Open,"""Grassroots Democracy: Leadership and Power""",·T·R···,06:00 PM-07:50 PM,Cynthia Kaufman,ONLINE,OL 
27885,POLI 17H,01EZ,Open,"""Grassroots Democracy: Leadership and Power - HONORS""",·T·R···,06:00 PM-07:50 PM,Cynthia Kaufman,ONLINE,OL 
22862,POLI 64,01JZ,Open,"""Political Science Internship""",·······,TBA-TBA,Robert Stockwell,ONLINE,OL 
22863,POLI 64X,01JZ,Open,"""Political Science Internship""",·······,TBA-TBA,Robert Stockwell,ONLINE,OL 
22864,POLI 64Y,01JZ,Open,"""Political Science Internship""",·······,TBA-TBA,Robert Stockwell,ONLINE,OL 
22865,POLI 64Z,01JZ,Open,"""Political Science Internship""",·······,TBA-TBA,Robert Stockwell,ONLINE,OL 
26440,POLI 75,01Z,Open,"""Principles and Procedures of the Justice System""",M······,06:00 PM-07:50 PM,Griffin Bonini,ONLINE,OL 
26993,POLI 95,01Z,Open,"""Overview of American Law""",··W····,06:00 PM-07:50 PM,"BERNARDO, SHERYL",ONLINE,OL 
26461,PSYC 1,03Z,Open,"""General Psychology""",M·W····,11:30 AM-12:20 PM,Joshua Avera,ONLINE,OL 
02128,PSYC 1,50Z,Open,"""General Psychology""",·······,TBA-TBA,Robin Schulte,ONLINE,OL 
02124,PSYC 1,51Z,WL,"""General Psychology""",·······,TBA-TBA,Mark Healy,ONLINE,OL 
02130,PSYC 1,53Z,Open,"""General Psychology""",·······,TBA-TBA,James Clifford Jr,ONLINE,OL 
02126,PSYC 1,54Z,WL,"""General Psychology""",·······,TBA-TBA,Taiki Kondo,ONLINE,$0OL 
02132,PSYC 1,56Z,Open,"""General Psychology""",·······,TBA-TBA,Susan Thomas,ONLINE,$0OL 
02135,PSYC 1,60Z,WL,"""General Psychology""",·······,TBA-TBA,Robin Schulte,ONLINE,OL 
23120,PSYC 1,61Z,WL,"""General Psychology""",·······,TBA-TBA,Sandra Trafalis,ONLINE,OL 
02137,PSYC 1,62Z,WL,"""General Psychology""",·······,TBA-TBA,Chris Olsen,ONLINE,OL 
27451,PSYC 1,63Z,Full,"""General Psychology""",·······,TBA-TBA,Latosha Baldwin,ONLINE,OLLQ 
27213,PSYC 2,02Z,WL,"""Research Methods in Psychology""",M·W····,06:00 PM-07:50 PM,Taiki Kondo,ONLINE,$0OL 
26494,PSYC 3,50Z,Open,"""An Introduction to Cognitive Psychology""",·······,TBA-TBA,James Clifford Jr,ONLINE,OL 
02142,PSYC 4,50Z,Open,"""Abnormal Psychology""",·······,TBA-TBA,Daniel Bunce,ONLINE,OL 
20291,PSYC 4,62Z,WL,"""Abnormal Psychology""",·······,TBA-TBA,Sandra Trafalis,ONLINE,OL 
24730,PSYC 4,65Z,Open,"""Abnormal Psychology""",·······,TBA-TBA,Latosha Baldwin,ONLINE,OL 
21178,PSYC 5,50Z,Open,"""Introduction to Theories of Personality""",·······,TBA-TBA,Daniel Bunce,ONLINE,OL 
22279,PSYC 8,50Z,WL,"""Introduction to Social Psychology""",·······,TBA-TBA,Jeanette Tucker,ONLINE,OL 
26645,PSYC 8,51Z,Open,"""Introduction to Social Psychology""",·······,TBA-TBA,Robin Schulte,ONLINE,OL 
02148,PSYC 10G,50Z,Open,"""Child Development (The Early Years)""",·······,TBA-TBA,"SUN, LI WEI",ONLINE,OL 
02150,PSYC 10G,51Z,WL,"""Child Development (The Early Years)""",·······,TBA-TBA,Cristina Leal,ONLINE,OL 
02152,PSYC 10H,01Z,Open,"""Child Growth and Development (Middle Childhood and Adolescence)""",··W····,06:30 PM-10:20 PM,Jila Maleksalehi,ONLINE,OL 
02154,PSYC 10H,02Z,Open,"""Child Growth and Development (Middle Childhood and Adolescence)""",···R···,10:30 AM-12:20 PM,Julie Kennedy,ONLINE,OL 
21566,PSYC 12,50Z,Open,"""Psychology of Gender""",·······,TBA-TBA,Sandra Trafalis,ONLINE,OL 
02159,PSYC 14,51Z,Open,"""Developmental Aspects of Psychology""",·······,TBA-TBA,Susan Thomas,ONLINE,$0OL 
02161,PSYC 14,62Z,WL,"""Developmental Aspects of Psychology""",·······,TBA-TBA,Melissa Tamas,ONLINE,OL 
26464,PSYC 15,50Z,Open,"""Statistics and Research Methods in Social Science""",·······,TBA-TBA,Chris Olsen,ONLINE,OL 
25894,PSYC 24,50Z,Open,"""Introduction to Psychobiology""",·······,TBA-TBA,James Clifford Jr,ONLINE,OL 
28009,PSYC 24,51Z,Open,"""Introduction to Psychobiology""",·······,TBA-TBA,James Clifford Jr,ONLINE,OL 
02164,PSYC 64,01JZ,Open,"""Psychology Internship""",·······,TBA-TBA,Mark Healy,ONLINE,OL 
02165,PSYC 64X,01JZ,Open,"""Psychology Internship""",·······,TBA-TBA,Mark Healy,ONLINE,OL 
22463,PSYC 64Y,01JZ,Open,"""Psychology Internship""",·······,TBA-TBA,Mark Healy,ONLINE,OL 
20487,PSYC 64Z,01JZ,Open,"""Psychology Internship""",·······,TBA-TBA,Mark Healy,ONLINE,OL 
02243,REST 50,62Z,WL,"""Real Estate Principles""",·······,TBA-TBA,Michael Gough,ONLINE,OL 
27123,REST 50,64Z,WL,"""Real Estate Principles""",·······,TBA-TBA,Mia Park,ONLINE,OL Download Syllabus for REST 50 64Z 
02244,REST 51,62Z,WL,"""Real Estate Practices""",·······,TBA-TBA,Mia Park,ONLINE,OL Download Syllabus for REST 51 62Z 
27707,REST 51,65Z,Full,"""Real Estate Practices""",·······,TBA-TBA,Amber Hatter,ONLINE,OLLQ 
25887,REST 52A,62Z,WL,"""Legal Aspects of Real Estate""",·······,TBA-TBA,Sam Kiamanesh,ONLINE,OL 
26514,REST 55,62Z,Open,"""Real Estate Property Management""",·······,TBA-TBA,Dan Salah,ONLINE,OL Download Syllabus for REST 55 62Z 
27135,REST 61,62Z,WL,"""Real Estate Investments""",·······,TBA-TBA,Amber Hatter,ONLINE,OL 
27121,REST 350,62Z,WL,"""Real Estate Principles""",·······,TBA-TBA,Michael Gough,ONLINE,OL 
27124,REST 350,64Z,WL,"""Real Estate Principles""",·······,TBA-TBA,Mia Park,ONLINE,OL 
27125,REST 351,62Z,WL,"""Real Estate Practices""",·······,TBA-TBA,Mia Park,ONLINE,OL Download Syllabus for REST 351 62Z 
27710,REST 351,65Z,WL,"""Real Estate Practices""",·······,TBA-TBA,Amber Hatter,ONLINE,OLLQ 
27133,REST 352A,62Z,WL,"""Legal Aspects of Real Estate""",·······,TBA-TBA,Sam Kiamanesh,ONLINE,OL 
27139,REST 355,62Z,Open,"""Real Estate Property Management""",·······,TBA-TBA,Dan Salah,ONLINE,OL Download Syllabus for REST 355 62Z 
02248,RUSS 1,40Z,Open,"""Elementary Russian (First Quarter)""",·T·R···,06:30 PM-08:45 PM,Larissa Chiriaeva,ONLINE,OL 
26312,RUSS 1,41Z,WL,"""Elementary Russian (First Quarter)""",M·W····,06:30 PM-08:45 PM,Larissa Chiriaeva,ONLINE,OL 
21571,SOC 1,50Z,Open,"""Introduction to Sociology""",·······,TBA-TBA,Kamau Birago,ONLINE,OL 
26327,SOC 1,51Z,WL,"""Introduction to Sociology""",·······,TBA-TBA,Mark Pasion,ONLINE,OL 
02282,SOC 1,52Z,Open,"""Introduction to Sociology""",·······,TBA-TBA,Mark Pasion,ONLINE,OL 
02287,SOC 1,62Z,WL,"""Introduction to Sociology""",·······,TBA-TBA,Jason Dehaan,ONLINE,OL 
27719,SOC 5,50Z,Open,"""Sociology of Globalization and Social Change""",·······,TBA-TBA,Kamau Birago,ONLINE,OL 
26465,SOC 15,50Z,Open,"""Statistics and Research Methods in Social Science""",·······,TBA-TBA,Chris Olsen,ONLINE,OL 
24146,SOC 28,62Z,Open,"""Sociology of Gender""",·······,TBA-TBA,Jason Dehaan,ONLINE,OL 
26468,SOC 29,50Z,Open,"""Sociology of Structural Racism in the United States""",·······,TBA-TBA,Tracy Dehaan,ONLINE,OL 
27078,SOC 35,50Z,Open,"""Marriage, Family, and Intimate Relationships""",·······,TBA-TBA,Tracy Dehaan,ONLINE,OL 
26988,SOC 51,50Z,WL,"""Women in Crime""",·······,TBA-TBA,Ramona Gabriel,ONLINE,OL 
27741,SOC 54,50Z,WL,"""Youth and the Law""",·······,TBA-TBA,DuJuan Green,ONLINE,OL 
27681,SOC 73,01Z,Open,"""Crime and Criminology""",···R···,06:00 PM-07:50 PM,James Suits,ONLINE,OL 
24773,SOSC 80X,62Z,Open,"""Community Based Learning in Social Sciences - Historical""",·······,TBA-TBA,Cynthia Kaufman,ONLINE,OL 
24838,SOSC 82X,62Z,Open,"""Community Based Learning in Social Sciences - Philosophical""",·······,TBA-TBA,Cynthia Kaufman,ONLINE,OL 
24774,SOSC 83X,62Z,Open,"""Community Based Learning in Social Sciences - Sociological""",·······,TBA-TBA,Cynthia Kaufman,ONLINE,OL 
26483,SOSC 83Z,01EZ,Open,"""Community Based Learning in Social Sciences - Sociological""",·······,TBA-TBA,Cynthia Kaufman,ONLINE,OL 
26484,SOSC 83Z,02EZ,Full,"""Community Based Learning in Social Sciences - Sociological""",·······,TBA-TBA,Cynthia Kaufman,ONLINE,OLLQ 
02316,SPAN 1,01Z,WL,"""Elementary Spanish (First Quarter)""",MTWR···,08:30 AM-09:20 AM,Carmen Lizardi-Folley,ONLINE,OL Download Syllabus for SPAN 1 01Z 
26980,SPAN 1,41Z,WL,"""Elementary Spanish (First Quarter)""",·T·R···,04:00 PM-06:15 PM,Viviana Alcazar,ONLINE,OL 
26982,SPAN 2,40Z,Open,"""Elementary Spanish (Second Quarter)""",M·W····,06:30 PM-08:45 PM,Carmen Lizardi-Folley,ONLINE,OL Download Syllabus for SPAN 2 40Z 
27699,SPAN 3,40Z,WL,"""Elementary Spanish (Third Quarter)""",·T·R···,06:30 PM-08:45 PM,Viviana Alcazar,ONLINE,OL 
02417,THEA 1,50Z,Open,"""Appreciation of Theatre""",·······,TBA-TBA,Vernon Gallegos,ONLINE,OL Download Syllabus for THEA 1 50Z 
02417,THEA 1,50Z,Open,"""Appreciation of Theatre""",·······,TBA-TBA,Vernon Gallegos,ONLINE,OL Download Syllabus for THEA 1 50Z 
02416,THEA 1,51Z,Open,"""Appreciation of Theatre""",·······,TBA-TBA,Vernon Gallegos,ONLINE,OL Download Syllabus for THEA 1 51Z 
02416,THEA 1,51Z,Open,"""Appreciation of Theatre""",·······,TBA-TBA,Vernon Gallegos,ONLINE,OL Download Syllabus for THEA 1 51Z 
24273,VIET 1,40Z,WL,"""Elementary Vietnamese (First Quarter)""",M·W····,06:30 PM-08:45 PM,Bac Tran,ONLINE,OL 
27953,WMST 1,01Z,Open,"""Introduction to Women's Studies""",·T·····,12:30 PM-02:20 PM,Marc Coronado,ONLINE,OL 
24421,WMST 1,60Z,Open,"""Introduction to Women's Studies""",·······,TBA-TBA,Marc Coronado,ONLINE,OL 
25298,WMST 3C,50Z,Open,"""Women and Art""",·······,TBA-TBA,Natasha Kleit,ONLINE,OL 
26998,WMST 8,61Z,Open,"""Women of Color in the USA""",·······,TBA-TBA,Marc Coronado,ONLINE,OL 
27061,WMST 9,01Z,Open,"""Women in American History""",M·W····,01:30 PM-03:20 PM,Anne Hickling,ONLINE,OL 
21567,WMST 12,50Z,WL,"""Psychology of Gender""",·······,TBA-TBA,Sandra Trafalis,ONLINE,OL 
25571,WMST 21,50Z,Open,"""Women in Literature""",·······,TBA-TBA,Francesca Caparas,ONLINE,OL 
27610,WMST 24,60Z,Open,"""Women and Gender in Global Perspectives""",·······,TBA-TBA,Marc Coronado,ONLINE,OL 
24147,WMST 28,62Z,Open,"""Sociology of Gender""",·······,TBA-TBA,Jason Dehaan,ONLINE,OL 
